APAAC9,APAAC5,_PolarityD2001,413,T,652,APAAC16,_SecondaryStrD2001,_HydrophobicityD3050,_ChargeC3,_SolventAccessibilityC2,GearyAuto_Hydrophobicity2,PAAC23,_PolarityC1,_SolventAccessibilityD1025,R,S,_SecondaryStrC1,class_label
-1.573733471,-1.137638245,-0.20314693,-0.549195903,-0.347434974,-0.855337275,0.779667184,2.440110538,-1.717229181,-2.082338784,0.332013938,-1.710431654,0.493523949,-1.145117551,-2.091607667,-0.579563124,0.923827171,0.409556128,1
-0.830888254,-0.853383021,0.036752817,0.784433271,0.285460678,0.219432076,0.488622852,-0.40559418,-0.570792405,0.41884388,0.428092053,-0.599755216,0.422887604,0.035563546,-0.948286699,-0.004524264,0.381917926,-1.376406252,1
-1.231322657,-0.351820715,-0.297593058,-0.326924374,0.129586625,0.219432076,0.081541237,0.370578023,1.253994045,2.013347829,2.637888691,2.019992469,-1.442050417,-1.037782906,-1.171229355,-1.36919982,0.564798272,1.277959854,1
-1.103814028,0.300100532,-0.48944704,-0.549195903,0.640681196,-0.855337275,1.11902868,1.438497365,-1.131205652,-1.113130501,-0.647982831,-2.483076133,2.382469094,0.207298978,-0.072299624,-0.795411044,0.629124283,-0.770162141,1
-0.39535316,1.871735592,5.348442547,-0.549195903,1.382062056,-0.855337275,-0.075965107,-0.284682932,-0.430473881,-1.238189635,-0.974648421,-2.048463613,1.833536972,0.743972204,-1.207071169,-0.768742575,0.055052033,-1.736875723,1
-0.77931173,1.29444506,0.110795948,-0.549195903,1.897073061,-0.855337275,-1.106223998,2.838727619,-1.8816515,-1.425778334,-2.089154552,-1.662141374,1.660177837,-0.329374248,-1.443166784,-0.73374021,-0.645802297,0.147396513,1
-0.631029223,-0.415476325,-0.109029883,-0.326924374,0.247862917,-0.855337275,-0.36853124,2.369123935,-0.160167031,-0.425305269,0.197504578,-0.974004885,1.129943571,-0.28644039,0.4985388,-0.380799692,-0.029095365,-1.114246636,1
-1.465566038,-1.071787614,-0.838930621,11.6757382,3.015214824,4.518509479,0.864507558,-1.090497892,0.758790174,-1.081865718,-0.186807881,-0.249650687,-0.255775322,-2.325798648,0.181223662,-1.7413083,0.609676884,-2.359504809,1
-1.53791644,-1.026789683,-0.795821065,5.452135381,0.577626617,0.756816751,0.722980118,-1.103759126,0.401967915,-1.238189635,-0.667198454,-0.454884376,0.53922982,-0.780179757,-0.140037363,-0.663318784,0.499350295,-1.3436363,1
-0.839484341,0.361561121,1.603505484,-0.326924374,2.701900144,-0.855337275,1.527632095,0.039047182,-1.150574773,-1.800955734,-1.608763978,-0.949859745,1.186037139,-0.093238028,0.223641955,-0.920836187,1.199456648,-1.966265386,1
-0.787907817,-1.137638245,-0.059338714,0.562161742,5.232307825,-0.855337275,3.657391796,-0.112286895,-3.45356331,0.88781563,-0.417395356,-3.497172011,1.127404356,-3.055674235,-3.487465449,-1.138350886,5.070610954,-3.457298199,1
-1.010689748,2.31183731,0.130211703,-0.326924374,2.930228217,-0.855337275,2.112764361,-0.396233309,-0.082044908,-1.644631817,-1.627979601,-2.253697303,0.54223071,0.035563546,0.139791841,-1.125850042,1.444045086,-3.145983656,1
-1.146078124,-1.137638245,-0.756989556,-0.104652845,-0.251482354,0.756816751,1.744869107,-0.524945282,-0.447690878,0.043666481,1.734754413,-0.974004885,0.600401818,-1.295386054,-1.130126358,-0.75707512,2.333015599,0.131011537,1
-0.471285266,-0.839115385,-0.734612076,-0.104652845,2.058821764,0.756816751,-0.51120003,-0.741025383,0.28166415,1.012874763,0.812404512,-0.551464936,-0.054946497,-0.844580545,-0.35475942,-1.41670303,-0.417295362,-0.589927405,1
-0.31369033,1.436023917,1.419549437,-0.326924374,0.040683585,-0.3179526,0.527809213,2.258353631,-3.095019351,-1.394513551,-0.475042225,-0.153070127,0.262917057,0.314633623,-1.146567557,-0.648734466,0.761890178,-0.065608175,1
-0.655384803,-0.936793821,-0.649709285,0.562161742,1.033499476,-0.855337275,-0.768384302,-0.19263437,0.491926723,-0.112657436,1.119854479,-1.963955624,0.55954354,-0.479642751,0.04213112,-0.646234297,-0.488727154,0.589790864,1
-0.545784689,0.437289347,0.605404068,-0.104652845,1.058956293,-0.855337275,-0.733382893,0.990735712,-2.01895705,-1.144395285,-0.89778593,-1.698359084,1.460964876,0.271699765,-0.298859344,-1.727557371,-0.425897096,-0.704622237,1
-1.007824385,-0.848992979,-0.533872919,0.339890213,0.172667394,-0.3179526,1.637962627,-0.985188096,-0.155001932,-1.550837468,-0.513473471,-0.285868397,0.387800269,0.185832049,0.904965236,0.597183065,1.375231214,-1.441946156,1
-0.715557415,-1.137638245,-0.027088817,2.340333975,2.458689624,1.294201426,0.180077815,-0.944624323,-2.222117612,1.700699996,0.966129495,-2.024318473,1.01821811,-1.595923061,-2.019266392,-1.279193738,0.81163064,-0.786547117,1
-0.18474902,-1.137638245,0.115732157,-0.104652845,0.278802741,-0.855337275,0.395793026,0.360437079,-0.197183574,-0.644158752,-1.743273339,-1.155093435,1.496975562,0.808372991,-0.682268101,-0.932920337,0.467561278,-1.032321756,1
-0.416127038,-0.989474325,-0.74251001,1.451247858,1.117311152,0.219432076,0.960761436,-0.543667024,-0.094096806,-0.362775702,-0.417395356,-0.104779847,0.31139298,-0.544043538,-0.503387858,-0.655401583,0.521041625,-1.409176204,1
-0.898940612,-0.103783338,2.969518995,0.117618684,-0.782942379,-0.855337275,0.138989204,0.638142912,0.341708426,-2.14486835,-0.37896411,-0.998150025,1.367244757,-0.930448261,0.134530658,-0.408718246,0.139573419,0.851950479,1
-1.360263968,0.830198112,-0.573362589,-0.549195903,1.178799158,-0.855337275,1.15364964,-0.055341598,-0.373873004,-1.863485301,-1.378176503,-1.432762544,1.046380313,-0.758712828,-1.167941115,-0.642067348,1.035649713,-2.654434377,1
-1.369576396,-0.824847748,-0.756989556,1.895790917,1.208564053,-0.855337275,2.07624115,-1.057734845,-0.456514589,-2.269927483,-1.820135831,0.197034403,0.598093441,-1.917926996,0.474205826,-1.199188331,2.364804616,-1.802415627,1
-0.31369033,-1.009229515,-0.442388516,1.0067048,0.044600018,2.906355453,0.12719525,-0.684860158,2.203511419,0.79402128,2.407301215,1.71817822,-0.598569351,-1.402720699,1.090750783,-0.777909862,1.002364742,0.950260335,1
-1.45696995,-0.958744031,-0.514786245,-0.326924374,0.952820946,0.756816751,1.411975263,-0.712942771,0.124128629,0.450108664,0.889267003,-0.020271857,0.38872362,-1.209518338,0.481439953,-0.225789217,1.093991909,-0.016453247,1
-1.067280656,1.18798654,0.149298377,0.784433271,0.09277215,-0.855337275,0.584496279,0.016425078,-0.528180338,-1.050600935,-0.917001553,-0.394521526,1.137792054,1.087443068,-0.127870876,-0.429969682,0.220354922,-1.573025963,1
-1.573733471,-1.137638245,0.695243068,-0.326924374,2.011432919,-0.855337275,-1.119539751,0.295691056,0.491926723,1.857023912,3.521807346,0.172889263,1.413412303,-2.454600222,0.404495143,-0.779993336,0.173980356,0.655330768,1
-0.136754199,0.330830826,6.958633852,0.117618684,2.228403335,-0.3179526,0.427750835,1.748966246,-0.584135578,-0.800482668,-0.628767209,-2.314060153,2.709566157,-0.672845112,0.660320197,0.124234437,0.275331222,-1.147016588,1
-1.573733471,-0.621808302,-0.240003956,-0.549195903,-1.198475973,0.756816751,-0.58348555,1.748966246,-1.391182304,1.137933896,2.50337933,1.5250171,-0.729223507,-0.007370312,-0.367254731,-1.438371161,0.041588449,1.114110095,1
-0.97773808,-1.137638245,-0.745800816,1.0067048,1.480756181,0.219432076,1.04636271,-0.64897682,-0.089792557,-0.362775702,0.255151447,-1.312036845,0.679117484,-1.574456132,0.693531419,-0.97375643,1.115683239,-1.294481372,1
-0.158244417,-0.053297854,-0.529594871,-0.549195903,2.059213408,-0.855337275,-0.679358977,0.764514668,-0.846479567,-1.081865718,-1.128373405,-1.263746565,1.55306913,-0.393775035,-2.736431486,-1.337114319,-0.62111906,-0.065608175,1
0.478582389,-0.350723205,-0.070856535,0.117618684,-1.085682688,0.219432076,-1.144649459,-0.377511568,-0.205792073,0.856550846,0.120642086,-0.080634707,-0.1583618,-0.157638816,-0.115375565,-0.963755754,-1.146946802,0.638945792,1
-0.87315235,-0.422061388,0.060775699,-0.549195903,-0.394040533,1.294201426,-0.51158048,1.309785391,0.363229672,0.98160998,2.580241822,-0.213432977,0.300312769,0.16436512,-0.896990158,-1.461289377,-0.060884382,0.884720431,1
-0.679740384,-1.137638245,-0.261723274,-0.104652845,1.05621479,1.831586102,1.834274882,-0.406374252,1.235270561,1.044139546,0.370445184,1.36807369,0.012919795,0.057030475,0.411400446,-0.931253558,1.517720808,-0.802932093,1
0.189180781,-0.687658933,-0.444033919,0.117618684,0.854910108,-0.855337275,-0.186295638,0.1295356,-0.813767273,-1.113130501,-1.166804651,-1.698359084,1.8997874,0.336100552,-0.817085932,-1.261692555,-0.105015018,-2.080960218,1
0.201358571,0.901536295,2.799384332,-0.104652845,0.097080227,-0.855337275,1.870798092,1.104626307,-1.333074939,-0.644158752,-0.859354684,-3.376446311,1.548683213,0.786906062,-2.394783373,-0.740824022,1.640763003,-1.327251324,1
0.273708973,0.984947095,3.408841576,-0.104652845,2.412867352,-0.855337275,0.081541237,0.749693289,-1.23515327,0.70022693,-0.340532864,-1.939810484,1.905327506,-0.350841177,-1.881817969,-0.415802058,0.012791339,-1.01593678,1
-0.914700106,0.881781106,-0.665834233,0.117618684,1.448641426,-0.855337275,2.412178595,-0.496082597,-0.571653255,-1.738426167,-0.936217176,-2.096753893,1.921024472,0.443435197,0.440336956,-1.353782112,2.161728895,-1.556640987,1
-0.249936016,0.215592222,0.063408344,-0.326924374,0.590159204,-0.855337275,1.144899287,2.642149333,-2.292276874,-2.207397917,-1.877782699,-0.974004885,1.029759996,-0.651378183,-2.452656393,0.954707226,1.62729942,-1.802415627,1
-0.51140034,-0.812775132,0.248351633,-0.104652845,-0.195868998,0.219432076,2.143580819,-0.773008358,0.297374659,-0.175187002,0.139857709,0.040090993,0.139418871,0.314633623,-0.069340208,-0.236623282,1.5697052,-0.934011901,1
-0.974156377,-1.137638245,-0.69216068,0.339890213,-0.704613709,0.756816751,0.759122879,-0.980507661,-0.371075242,-0.175187002,0.428092053,-0.406594096,0.017074875,0.529302913,-0.595458571,0.912621049,0.469057232,-0.835702045,1
-0.691201834,0.214494712,5.176004321,-0.549195903,1.494072054,-0.855337275,1.143377487,0.990735712,-1.181995792,-1.144395285,-1.320529634,-0.792916336,2.257585882,-0.672845112,-1.394829659,-1.03334379,0.820606362,-1.245326444,1
2.576744047,-1.137638245,1.416258631,0.117618684,-0.618843816,-0.3179526,-0.289397617,0.620201243,-0.074512472,-0.456570052,0.159073332,0.897243461,-0.881576408,-0.908981332,-1.1567611,-0.451637813,-0.204495942,1.327114782,1
-1.573733471,-1.137638245,0.39248893,-0.326924374,1.95660285,-0.3179526,1.1905533,-0.517924629,0.991434843,-0.300246136,0.159073332,0.607501782,-0.829176244,-1.445654557,-0.201527447,-0.816245786,1.096983817,-0.294997838,1
-0.764268577,-1.137638245,-0.805693482,3.896234678,1.353863735,-0.3179526,2.017271384,-0.872857647,0.726293092,-1.675896601,-0.782492192,0.655792062,0.362177281,-1.123650622,-0.12162322,-0.89000077,1.862912135,-2.408659737,1
-0.838768001,-0.686561423,-0.723423336,1.673519388,1.235587444,-0.3179526,1.065385215,-1.017951144,0.065806052,-0.894277018,-0.57112034,-0.660118066,0.583319826,-0.264973461,-0.059475489,-0.520809154,1.045373413,-1.147016588,1
-0.227013116,-1.137638245,-0.761925764,1.451247858,1.501513278,1.831586102,-0.314507324,-0.650536965,-0.544751698,1.763229562,1.427304446,-0.768771196,0.854554159,-2.196997073,-0.083479639,-1.35711567,0.190061858,-0.999551804,1
-1.035761669,-1.137638245,-0.451602772,1.228976329,0.696686195,0.756816751,0.94249983,-0.535866298,1.0925847,-0.800482668,-0.129161012,-0.937787175,0.549155842,-0.95191519,0.829664545,-0.659151836,1.26602659,-0.868471997,1
-1.242067766,-1.137638245,-0.61910479,1.0067048,1.331148421,-0.3179526,-0.256298458,-0.753506544,0.706063121,0.262519964,0.543385791,-0.442811806,0.801461481,-1.552989203,1.185780912,-1.205855448,0.138825443,-0.557157453,1
-1.191207583,0.621671113,4.317103992,-0.104652845,2.750463919,-0.855337275,0.678087006,1.767687987,0.018244098,-1.95727965,-2.281310781,-3.038414352,1.603160917,-1.853526209,-0.319575255,-1.697138648,1.232367631,-2.343119833,1
-1.13031863,-1.137638245,0.486276897,-0.326924374,0.508305744,-0.855337275,2.812031658,0.415822231,-0.020494145,-2.457516183,-1.339745257,-0.080634707,0.443201324,-1.424187628,-1.931799214,0.025061069,3.301271661,-2.179270074,1
0.146916684,0.110231213,-0.667150556,0.339890213,-0.522891195,0.756816751,-0.303474271,-0.906400767,0.367749134,0.012401697,0.08221084,0.595429212,-0.748383038,0.207298978,-0.225202773,-0.708321826,-0.438986692,0.049086657,1
-0.774297345,-0.525227377,-0.636216981,-0.326924374,-0.056835609,-0.3179526,-0.034496045,-0.129448492,-0.158014907,0.668962147,1.696323167,1.887194199,-1.140576341,-1.638856919,0.856299287,-1.959239694,0.465317348,1.392654686,1
-1.203385373,-1.073982635,-0.813262336,0.562161742,1.156867131,3.443740128,-0.578920149,-0.864276848,2.236223713,0.79402128,1.254363839,-0.346231246,0.447587241,-1.939393925,-0.798014141,-1.180853759,-0.250122531,0.032701681,1
-0.754239808,-0.194876711,-0.660568944,0.339890213,0.149560436,2.906355453,0.404162928,-0.826833365,0.042132681,-0.018863086,0.677895151,-0.913642035,0.946427575,0.185832049,-0.314971719,-0.155784486,0.5509607,-0.688237261,1
-0.552948096,-1.137638245,-0.788252211,1.673519388,0.98141091,0.219432076,0.966087737,-0.931363089,1.066543992,-0.425305269,-0.513473471,0.088381273,0.362408119,-0.973382119,-0.361993548,-0.475806113,0.837061853,-1.933495434,1
1.1684184,1.80259243,1.527487869,-0.326924374,-1.145212477,0.756816751,0.832930199,0.237185614,-0.677752998,-0.237716569,0.139857709,0.498848652,-1.186051374,1.366513146,0.130255946,0.305496687,0.685222548,0.098241585,1
-0.940488368,-0.652538597,-0.232106022,-0.549195903,-0.687381402,2.368970777,-0.437773159,0.057768924,-1.142611912,1.513111296,1.504166937,0.136671553,-0.040634558,-0.05030417,-2.143890679,-1.563796304,0.426048562,-0.344152766,1
-0.748509083,-1.137638245,0.361884435,0.562161742,6.557237276,-0.3179526,-0.36929214,0.474327674,-4.157738479,0.293784747,-0.494257848,-1.831157354,0.628794859,-2.94833959,-1.997892833,-1.077513442,-0.185048543,-1.556640987,1
0.48001507,-0.822652727,-0.77048186,3.45169162,0.305434489,-0.855337275,2.810890308,-0.561608693,1.439291973,-1.019336151,-1.147589028,-0.587682646,1.093702047,-0.994849048,-0.193635671,-0.918752713,2.373032362,-1.26171142,1
-1.181178814,-1.137638245,-0.609890534,0.117618684,-0.128897986,0.219432076,0.390086274,-0.004636881,-0.122074426,0.575167797,1.3888732,1.47672682,0.390801159,-1.660323848,0.125981234,0.355916761,0.680360699,1.081340143,1
-1.342355452,-1.137638245,-0.491421523,2.118062446,-0.370933575,0.756816751,-1.049917382,-0.929022871,-0.020494145,1.169198679,2.253576232,0.136671553,1.160414151,-1.724724635,-0.716465795,-0.570395838,0.2566318,1.277959854,1
-0.538621283,-0.609735687,-0.722107013,0.117618684,0.720968083,0.756816751,0.62254129,-0.984408023,0.059995316,0.32504953,-0.167592258,-0.273795827,0.553080084,-1.273919125,-0.430717759,-0.628316419,0.705791912,-1.245326444,1
0.182017374,-0.801800027,0.258553131,-0.326924374,0.365747565,-0.3179526,-0.040202797,-0.118527476,-0.419928471,-0.550364402,0.005348348,-0.684263206,1.433495186,-0.50110968,-0.837473018,0.44217259,0.23980232,-0.360537742,1
-1.573733471,-0.212436879,0.912107174,0.117618684,-0.843255455,-0.3179526,1.479695382,-0.127888347,0.78117227,0.293784747,1.946126265,-0.020271857,0.83308625,0.37903441,-1.164981699,-1.847148786,1.323246821,-0.426077646,1
-1.179746133,0.673254108,2.395602454,-0.104652845,-0.145347006,-0.855337275,-0.069497455,-0.269081481,-2.510932734,-1.019336151,-0.782492192,-2.941833792,1.604776781,-0.114704957,-0.897647806,-0.50580814,0.095816772,-0.311382814,1
-1.063698953,-1.137638245,-0.816224061,4.563049265,1.810128237,-0.3179526,2.283206009,-0.982847878,-1.085365398,-1.707161384,-1.147589028,-0.334158677,0.4944473,-2.733670299,0.463683459,-1.079180221,2.094410977,-0.917626925,1
0.070984579,1.382245902,-0.698742292,-0.326924374,0.307784349,-0.855337275,1.609428869,-0.613873555,0.181590356,-0.800482668,-0.225239127,-0.937787175,0.975282292,0.314633623,-0.224873949,-0.356631392,1.390190751,-1.720490747,1
-0.945502752,-0.053297854,-0.663530669,1.0067048,-0.694430982,0.756816751,2.052653244,-0.602952539,1.947839016,-0.581629185,-1.03229529,-1.855302494,1.207735886,-1.488588415,3.344181497,-0.304544539,3.533892469,0.229321393,1
-0.701230603,-1.137638245,-0.796479226,1.673519388,0.995901714,1.294201426,0.851191805,-0.984408023,0.458784004,-0.988071368,-0.071514143,-1.118875725,0.512452643,-1.273919125,0.759625038,-0.319962248,1.06033295,-1.032321756,1
-1.573733471,0.015845308,2.183345476,-0.326924374,0.344598824,-0.855337275,1.226696061,1.367510761,0.024054835,-1.019336151,-0.801707815,-0.937787175,1.24189987,-0.458175822,-0.108141437,-1.959239694,1.362889595,-0.852087021,1
-0.795071223,-0.8720407,-0.620421113,1.0067048,1.189373529,-0.3179526,1.257132069,-0.989088459,-0.11368114,-1.019336151,-0.436610979,-0.648045496,0.78022441,-0.243506532,0.022730505,-0.512058562,1.242465319,-1.523871035,1
0.148349366,-0.697536528,1.683801147,-0.549195903,1.321357337,-0.855337275,1.287568078,-0.028819131,0.25454738,-0.863012235,0.312798315,-1.420689975,1.646558411,-0.887514403,-0.355088244,-0.274125817,1.004234685,-0.32776779,1
-0.143201264,-0.260727342,1.885198466,-0.326924374,0.099430087,-0.3179526,0.971033588,-0.29014344,-0.567779431,-1.363248768,-0.167592258,-1.179238575,1.384557587,0.357567481,-1.120919287,-0.696654371,0.820606362,-0.622697357,1
-0.613837048,-0.843505427,1.493592569,-0.104652845,0.756607627,0.756816751,-0.433968658,-0.162991612,-0.346541022,1.137933896,1.139070102,0.885170891,-0.957522022,-0.28644039,-2.206367235,-1.417953115,0.011295386,0.163781489,1
-0.762835895,0.724837102,3.47827758,-0.104652845,2.502553679,-0.855337275,-0.86463818,2.560241713,-0.990026278,-0.737953102,0.178288955,-1.927737914,0.927037206,-0.436708893,-1.670384152,-0.212454982,-0.728079753,-0.606312381,1
-0.598077554,0.731422165,-0.633255255,-0.104652845,-0.291038332,-0.855337275,-1.075407539,-0.82215293,1.541087467,-1.269454418,-1.128373405,-0.780843766,1.725043239,2.633061959,0.081589997,0.780945483,-0.599801719,-0.16391803,1
-1.012122429,-1.137638245,-0.650367446,-0.104652845,1.265743982,1.294201426,-0.929314698,-0.616993845,-0.19330975,1.419316946,1.753970036,0.631646922,-0.023321728,-2.175530144,-0.333057038,-0.651234634,-0.350351432,-0.753777165,1
-0.245637972,1.913440992,2.614770124,-0.326924374,0.631673399,-0.855337275,0.625584891,2.043833675,-0.69281787,-2.301192267,-2.204448289,-0.201360407,0.501372432,-0.028837241,-2.390508662,-1.194604688,0.620522549,-1.589410939,1
-1.12960229,1.242862066,-0.678668376,0.339890213,0.973969686,-0.855337275,1.75514126,0.937690778,-0.412180822,-0.863012235,-0.801707815,-1.625923664,1.499514777,0.400501339,0.0487076,-1.168769609,1.251441041,-1.392791228,1
-0.848080429,0.713861997,-0.549339706,-0.326924374,1.237937304,-0.855337275,-0.701805534,-0.082644138,-1.31822528,-0.237716569,0.101426463,-0.539392366,0.70497131,-0.801646686,-2.13238184,-0.596230917,-0.023859527,-0.49161755,1
0.06023947,0.740202249,1.045055731,-0.549195903,2.331797179,-0.855337275,0.015342919,0.627221897,-1.809555326,-2.301192267,-1.03229529,-1.698359084,1.886860487,0.336100552,-1.508931579,-1.236690865,0.0819792,-1.294481372,1
-1.156106893,1.42065877,3.569103822,-0.326924374,0.784022662,-0.855337275,0.289647446,0.648283856,-1.333074939,-0.644158752,-1.089942159,-1.951883054,1.902326615,0.421968268,-1.240940038,0.233825177,0.328811568,-1.228941468,1
0.002932221,-0.654733618,-0.565793735,-0.104652845,0.17697547,-0.855337275,-0.863877279,0.204422566,-0.460388413,-0.831747452,1.139070102,0.353977812,-0.638042603,1.065976139,0.030951105,0.990959676,-0.806617325,0.458711056,1
-0.265695509,-1.137638245,-0.550985109,-0.549195903,-0.600828222,-0.855337275,1.103430226,0.274629097,0.842292608,0.199990397,0.428092053,-1.722504224,2.343919193,1.065976139,-1.24192651,-1.184187317,1.183001157,-0.065608175,1
-0.469852584,-1.137638245,-0.699729534,3.45169162,1.662478695,0.756816751,0.377150971,-0.865836993,1.554215427,-1.582102251,0.447307676,0.172889263,-0.779084456,-1.16658448,1.087133719,-1.328780422,-0.062754325,-1.09786166,1
0.070984579,0.751177354,-0.314705249,-0.326924374,0.590159204,-0.855337275,1.558448554,0.966553462,-1.754891361,-1.175660068,-0.417395356,-1.155093435,1.013139679,-0.028837241,-1.467170934,-1.730474235,1.402906358,-0.770162141,1
-0.220566051,-1.137638245,0.146336652,-0.326924374,0.921097834,-0.855337275,0.143554605,3.580576629,-2.39514843,-0.300246136,-0.05229852,-1.239601425,2.053987004,-0.436708893,-2.557880066,-0.688737169,0.896900003,-0.688237261,1
-1.233471679,-1.137638245,-0.437452307,0.339890213,0.217314735,2.906355453,-1.496946258,-0.892359461,-3.134188019,2.232201312,3.079848018,-0.672190636,1.116324145,-3.077141164,-1.382991996,-0.061611455,-0.320432357,2.801762619,1
-1.161837618,0.12559636,3.543435536,-0.104652845,1.220704997,-0.855337275,0.474165748,1.091365073,-1.760271673,-1.363248768,-0.993864044,-0.575610076,1.548914051,-1.38125377,-1.089023361,-1.959239694,0.530765324,-0.606312381,1
-1.573733471,-0.80728758,1.441597836,0.339890213,1.753339952,-0.855337275,0.484437901,-0.028819131,-2.198229029,0.637697363,1.427304446,-1.468980254,1.044995286,-1.359786841,-1.201481161,-1.346281605,1.141488441,0.098241585,1
-1.070146019,-0.752412054,-0.531240274,0.339890213,2.618480111,-0.855337275,2.172875478,-0.146610088,-1.603381789,-2.082338784,-1.724057716,-0.310013537,0.276767321,-2.583401796,0.059229967,-0.309128182,1.900684967,-1.01593678,1
-0.234176522,-0.330968015,-0.423960003,0.339890213,-0.41244777,3.981124803,1.262458371,-1.022631579,-0.315120003,0.137460831,0.293582692,-0.056489567,0.525610394,-0.200572674,-0.031854275,-0.424135954,1.222643931,-1.278096396,1
-0.81512876,1.18798654,0.101581692,-0.549195903,-1.661790055,0.219432076,2.867957824,2.610166358,1.85013256,0.825286063,2.484163707,1.935484479,-2.382021653,-1.273919125,1.286729873,0.872618345,2.424268778,1.835049037,1
-1.118857181,-1.137638245,-0.622724677,-0.549195903,0.643814343,0.219432076,0.405304279,-0.343188375,-0.388937876,0.168725614,-0.167592258,-0.237578117,1.07915927,-0.780179757,-1.301114826,-0.772909524,0.765256074,-0.606312381,1
-1.090203556,-1.137638245,0.241770021,-0.549195903,-0.478243853,2.368970777,-0.092704912,-0.683300013,-0.8677856,0.450108664,1.965341888,0.269469822,-0.211916154,-0.780179757,-0.195937439,-1.282110601,0.100678622,0.507865984,1
-0.950517136,-0.66022117,-0.560528446,-0.326924374,0.047341522,-0.855337275,0.028658673,-0.82527322,-0.089792557,-0.425305269,-0.206023504,0.969678881,-0.263623805,-0.393775035,-0.046980178,-1.114599281,0.147053188,-0.24584291,1
-0.828022891,-0.158658864,-0.01787456,1.0067048,0.517705184,0.756816751,0.682271957,-0.73400473,0.949253201,-1.644631817,0.351229561,0.873098321,-0.642890196,-0.393775035,0.039829352,-1.015009218,0.564798272,-1.17978654,1
-0.81441242,-1.137638245,-0.728030464,2.784877033,1.468615237,-0.855337275,1.72013985,-0.462539477,0.393359416,-0.519099619,-0.340532864,-0.732553486,1.167339283,-1.102183693,0.453489915,-1.305445512,1.1751474,-1.769645675,1
-0.805099992,0.628256177,-0.0290633,-0.326924374,0.040683585,-0.855337275,-0.534787936,-0.194974587,-1.470595701,-1.582102251,-0.359748487,-1.324109415,0.987747529,0.722505275,-2.387549246,-0.38663342,-0.179064728,-0.688237261,1
0.841050739,-0.284872574,-0.541441772,-0.104652845,0.019534844,0.756816751,-0.595659954,0.133435963,0.208061488,0.668962147,-0.57112034,-0.551464936,-0.64750695,-0.415241964,-0.637876864,0.239242209,-0.681331199,0.344016224,0
-0.66326455,4.442105223,-0.236054989,-0.549195903,-0.452003749,-0.3179526,-0.920183895,-0.194974587,-0.929336364,0.575167797,0.485738922,-0.370376386,-0.851567503,1.387980075,0.30091559,0.923455114,-0.88440692,0.44232608,0
-0.168273186,1.015677389,-0.750737024,0.117618684,-0.65095857,0.756816751,0.55101667,-0.16845212,-0.325019776,0.106196047,-0.609551586,0.184961833,0.057933153,-0.307907319,-0.428087167,0.396752854,0.543854919,0.393171152,0
0.950650853,-0.17182899,-0.615813984,-0.104652845,-0.890252657,1.294201426,-0.136456674,-0.2230572,-0.218489608,0.074931264,0.005348348,0.535066362,-0.479918758,1.452380862,0.952644712,0.180071544,-0.467035824,0.098241585,0
1.330311379,1.087015573,-0.679655618,0.117618684,0.111179388,-0.855337275,-0.828875869,-0.545227169,-0.929336364,0.043666481,-0.532689094,-0.140997557,0.611020354,0.057030475,-0.260386939,-0.274542512,-0.88440692,-0.016453247,0
0.102503566,0.859830896,-0.550326948,-0.104652845,0.316400503,0.219432076,-0.788167708,-0.266741263,-0.185346889,0.856550846,-0.05229852,0.728227482,-0.511543527,0.293166694,-0.459654269,0.27466127,-0.900862411,-0.393307694,0
0.224281471,2.010021917,1.104290236,-0.549195903,0.301126412,0.756816751,-0.461361066,-0.659897836,-1.075896049,0.919080413,0.773973266,0.993824021,0.088172895,0.357567481,-0.894030742,-0.303294455,-0.562028887,-0.344152766,0
0.388323471,0.866415959,-0.670441362,-0.549195903,-0.645475563,0.756816751,0.147739556,-0.586571015,-0.057295475,0.32504953,0.216720201,1.34392855,-1.432124394,1.04450921,0.171687767,-0.462471878,-0.24563467,-0.114763102,0
-0.363834173,0.251810069,-0.319641457,-0.326924374,-0.823673287,-0.3179526,-0.765340702,-0.539766661,0.711443433,-0.175187002,-0.263670373,1.138694861,-0.688365228,0.593703701,1.289360465,0.421754543,-0.769218481,-0.196687982,0
0.017975374,-0.527422398,0.502072765,-0.326924374,0.00386911,0.219432076,-1.103180397,-0.025698841,-0.11109859,1.044139546,0.101426463,0.692009772,-0.846489073,-0.393775035,-0.01738602,0.745109728,-0.971920214,0.081856609,0
-1.158255914,-0.501082145,0.046954315,-0.549195903,-0.485685077,-0.855337275,2.92654714,-0.319006125,-0.335780399,-0.487834835,-0.532689094,0.378122952,0.082171114,-0.028837241,0.70109437,1.24597691,2.635946233,-0.229457934,0
0.756522547,0.509725041,-0.636216981,-0.326924374,-0.582420984,-0.3179526,0.008875267,-0.129448492,0.275207776,0.450108664,0.620248282,1.30771084,-1.223908762,0.851306849,0.488345257,0.091732241,-0.204121954,1.064955167,0
0.968559369,1.695036399,-0.446995644,-0.326924374,-0.470410986,-0.3179526,-0.898117789,0.039047182,-0.010809584,0.356314314,0.370445184,0.788590331,-0.857338447,0.035563546,0.223641955,1.415988399,-0.897870503,0.933875359,0
1.175581806,0.266077706,-0.260736033,-0.326924374,0.287418895,-0.855337275,-0.354835036,-0.790950027,0.793224167,0.387579097,-0.24445475,0.136671553,0.171736154,-0.651378183,1.454758925,1.267228346,-0.508922529,0.589790864,0
