APAAC9,APAAC5,_PolarityD2001,413,T,652,APAAC16,_SecondaryStrD2001,_HydrophobicityD3050,_ChargeC3,_SolventAccessibilityC2,GearyAuto_Hydrophobicity2,PAAC23,_PolarityC1,_SolventAccessibilityD1025,R,S,_SecondaryStrC1,class_label
0.006513924,-0.834725343,-0.293315011,0.339890213,0.312484069,-0.855337275,0.30410455,-0.970366717,0.392713779,-0.143922219,-0.840139061,-1.203383715,1.630630607,-1.059249835,-0.519829057,0.346749474,0.216989026,-0.262227886,1
-1.573733471,0.255102601,3.401601804,-0.326924374,2.185322566,-0.855337275,1.734977404,1.11788754,-3.179382635,-1.894750084,-1.282098388,-2.555511552,1.397022824,-1.295386054,-0.81445534,-1.714223136,1.444045086,-1.196171516,1
-0.077297928,0.772030054,-0.269292128,-0.104652845,0.142119212,-0.3179526,1.469423229,-0.248019522,-0.148545558,-1.331983984,-0.763276569,-1.287891705,0.203130085,0.61517063,-0.924940196,-0.347047411,0.932054916,-1.474716107,1
-1.573733471,-0.046712791,0.158512633,-0.104652845,-0.004747044,-0.855337275,-0.481905372,2.675692453,-3.095019351,-0.268981352,-0.225239127,-1.493125394,0.867481072,-0.222039603,-2.490799975,-1.444621584,0.012791339,-0.508002526,1
-0.877450394,-0.070858023,2.700660156,-0.326924374,0.329716377,-0.855337275,0.216981476,-0.333047431,-0.96226387,-0.863012235,-0.820923438,-1.336181985,0.462591693,-0.608444325,-0.861477169,-1.959239694,0.534505208,-1.589410939,1
-0.655384803,-0.936793821,-0.649709285,0.562161742,1.033499476,-0.855337275,-0.768384302,-0.19263437,0.491926723,-0.112657436,1.119854479,-1.963955624,0.55954354,-0.479642751,0.04213112,-0.646234297,-0.488727154,0.589790864,1
-0.835902638,-1.137638245,-0.656619977,0.784433271,2.157124245,-0.855337275,0.816951295,-0.510903976,-1.251294204,-0.050127869,0.120642086,0.655792062,-0.288785118,-0.114704957,-0.241315148,-1.502542165,0.300762436,-1.491101083,1
-0.066552819,-0.559250203,-0.20314693,0.339890213,0.949296155,-0.3179526,0.129858401,-0.315105762,-0.671942262,-0.487834835,0.159073332,-1.046440305,0.269380513,0.185832049,-0.131816764,-0.303294455,-0.231797098,-0.671852285,1
-1.348086177,-1.137638245,-0.785619566,1.451247858,1.649554464,0.219432076,0.79907014,-0.725423932,-1.644702582,2.513584361,1.869263773,-2.000173333,0.978975695,-2.347265577,-0.160095626,-1.598381975,2.699524267,-2.752744233,1
0.931309657,-0.873138211,0.101910773,0.784433271,0.225147602,0.219432076,0.519439311,-0.721523569,1.746184941,0.919080413,1.139070102,0.064236133,0.051469696,-0.651378183,0.536682381,-1.425036927,0.45035781,-0.081993151,1
-1.065847975,-0.749119522,2.445622703,0.117618684,1.648379534,-0.855337275,0.191491318,-0.057681816,-0.08656437,-1.050600935,-1.301314011,-1.058512875,1.571074473,-0.651378183,0.396603367,-1.062929123,0.251021974,-0.786547117,1
-1.136765696,-1.137638245,1.986884366,-0.104652845,1.929187816,-0.3179526,2.582620243,-0.212916256,-2.629945224,0.32504953,-0.398179733,-4.01629252,1.243515734,-1.273919125,-2.38952219,-0.930420168,5.091554307,-1.769645675,1
-1.335192046,-0.772167243,-0.614497662,-0.326924374,-0.186469558,1.831586102,-0.974968711,-0.457859042,0.075705825,1.325522596,0.889267003,1.005896591,-1.052396329,-0.264973461,0.32491974,-0.270792258,-0.780438134,0.52425096,1
-0.710543031,-1.137638245,-0.713879999,1.451247858,1.119269369,2.906355453,-0.241080454,-0.565509056,0.304691883,0.731491713,1.004560741,-0.394521526,0.789688757,-1.638856919,-0.279787553,-0.618732438,0.27346128,-0.065608175,1
-1.26928871,-0.671196276,2.201444908,-0.549195903,0.052824529,-0.855337275,-0.430544607,-0.306524964,1.091939062,0.450108664,0.447307676,-0.116852417,-0.533011436,0.37903441,-1.6148129,-0.719989281,-0.627476864,-0.065608175,1
-1.241351426,0.390096394,-0.711576435,0.562161742,1.122402516,-0.3179526,0.539983617,-0.487501799,0.040626194,-1.394513551,-1.762488962,-0.358303816,0.374642518,-0.393775035,0.231204907,0.248409495,0.428666481,-1.081476684,1
-1.320148893,-1.137638245,2.376186699,-0.104652845,1.700076456,-0.855337275,0.320463905,-0.081083993,-0.149836833,-1.113130501,-1.320529634,-0.068562137,1.629707256,-0.479642751,-0.240986324,-0.789577317,0.328811568,-1.212556492,1
-1.373158099,-1.137638245,-0.681959182,0.784433271,0.455433892,0.756816751,1.783675018,-0.927462726,-2.682457065,3.514057427,1.926910642,-2.796962952,1.412488952,-3.678215177,-0.932503148,-1.382534055,5.470778581,-3.096828728,1
-1.025732901,-0.857773063,-0.749091621,0.117618684,-0.23934141,0.756816751,-0.383749244,-0.536646371,0.668400941,1.544376079,0.850835758,-0.442811806,0.508528402,-0.608444325,-1.233048263,-0.934587116,0.217737003,-0.524387502,1
-0.409679973,0.645816345,-0.295947655,-0.326924374,1.360521672,-0.855337275,0.100183293,1.482961501,-1.097632508,-2.14486835,-1.435823372,-2.422713283,1.646789248,0.207298978,-0.871670712,-0.775409693,0.254013881,-0.475232574,1
-0.218417029,-1.137638245,-0.412442182,-0.549195903,-0.305529136,0.219432076,0.987392943,0.93223027,-1.689251561,-0.769217885,-0.071514143,-0.358303816,1.555377507,1.151843855,-0.417235976,-0.551644571,1.241717342,-1.867955531,1
-1.245649469,0.873001022,2.24192182,-0.104652845,0.563135813,-0.855337275,1.636821276,0.572616817,0.057627978,-1.769690951,-0.225239127,-0.756698626,-0.687441877,-0.28644039,0.286118511,-1.398785153,1.561477455,-0.835702045,1
-0.825157529,0.391193905,2.17413122,0.339890213,0.927364128,-0.855337275,1.338928842,-0.149730378,-0.711541354,-1.988544434,-1.743273339,-1.215456285,1.095779587,0.786906062,-1.048578012,-1.273776705,1.148968209,-2.441429689,1
0.326001838,0.026820413,0.018324304,0.117618684,0.910915107,-0.855337275,0.251602435,-0.346308665,-0.767281381,0.762756497,-0.398179733,-2.181261883,1.304687732,-0.608444325,-1.499724508,-1.294194751,0.290290759,-0.802932093,1
-0.588765126,-0.893990911,-0.73132127,3.229420091,2.095244596,2.906355453,1.390289607,-1.077236659,0.336758539,-0.581629185,-0.494257848,-0.804988906,0.845089812,-1.123650622,0.409756326,-0.969589482,1.240969365,-1.245326444,1
-0.715557415,-1.137638245,1.086519885,-0.549195903,0.96966161,-0.855337275,0.668575753,0.052308416,-0.270571023,-0.894277018,-1.301314011,-1.130948295,1.310227838,-0.179105745,-0.462613685,-0.318712163,0.64894567,-0.688237261,1
-1.573733471,0.129986402,0.422764344,0.562161742,1.494072054,-0.855337275,1.146040638,0.557015366,-0.942894749,-0.956806585,-0.686414077,-2.398568143,2.31875788,-1.145117551,-0.664182782,-1.264609419,1.028543933,-1.3436363,1
-0.002082163,2.071482506,8.088696583,-0.549195903,-0.901610314,-0.855337275,-1.536513069,0.338595047,-5.045059453,-0.081392653,-2.185232666,0.100453843,0.042697863,-1.059249835,-1.905493296,-0.341213684,-1.206410963,-1.671335819,1
2.899097323,1.026652494,-0.648722043,0.117618684,-0.31532022,0.219432076,0.754177027,-0.188734007,-1.210619049,-0.863012235,-0.321317242,0.655792062,-0.932360709,-0.05030417,-1.623691147,0.678021861,0.662783242,0.851950479,1
0.08387871,-0.629490876,-0.600018116,0.117618684,0.790288956,-0.855337275,2.382883937,-0.262060828,-0.012531284,-0.081392653,-0.129161012,-0.225505547,-0.263623805,0.185832049,0.120720051,-0.494140685,1.648616761,-1.065091708,1
-1.271437731,-1.137638245,0.212481849,1.0067048,2.815868359,0.219432076,0.945543431,-0.59125145,-1.687099436,-0.925541802,-0.071514143,0.414340662,-0.298018627,-0.651378183,-0.24394574,-1.542544868,0.602571104,-1.392791228,1
-0.386040733,0.378023779,-0.436135985,0.339890213,1.684410722,-0.855337275,2.777410698,0.021105513,-0.746405773,-1.582102251,-1.147589028,-0.720480916,0.512683481,-0.136171886,-1.159391692,-1.745891943,2.390983807,-2.048190266,1
-0.927594237,-1.137638245,-0.801744515,1.0067048,0.365747565,1.831586102,0.532755065,-0.914981565,-1.130344802,0.575167797,1.965341888,-1.046440305,0.902337569,-1.037782906,-1.279083619,-0.632900062,1.149716186,0.098241585,1
-1.573733471,-0.295847679,1.58408973,-0.549195903,0.017968271,0.219432076,-0.522233083,-0.482041291,0.651614369,-0.487834835,-0.090729766,-0.104779847,0.208901028,-0.544043538,-0.653331591,1.379319254,-0.187292474,-0.458847598,1
-1.384619548,-1.137638245,-0.61318134,-0.549195903,0.478540849,-0.855337275,-0.15700098,0.557015366,-0.623949883,-0.831747452,-0.57112034,-1.227528855,1.23682144,-0.672845112,-1.516494531,-0.570395838,0.751418502,-0.704622237,1
-1.252096535,-0.809482601,-0.771469101,-0.104652845,0.633239972,-0.3179526,0.816951295,-0.872077574,1.037705522,-0.800482668,0.466523299,-0.358303816,0.524225367,-0.908981332,0.409756326,-0.387883504,0.427544516,-0.032838223,1
-1.362412989,0.80495537,-0.570071783,0.339890213,1.790154427,-0.855337275,2.229942994,-0.723083714,-1.197275877,-1.832220517,-1.435823372,-2.157116743,1.403947956,0.057030475,-0.610913298,-0.50580814,2.161728895,-2.654434377,1
-0.530025196,-1.137638245,1.611074338,-0.104652845,1.214438703,-0.855337275,1.368603951,0.495389633,-0.046104427,-0.737953102,-1.109157782,-1.976028193,1.855928232,-0.823113615,-1.16004934,-1.512959535,1.310531214,-1.114246636,1
